9.2128;0
8.7952;0.02
8.4175;0.04
8.0795;0.06
7.7018;0.08
7.3836;0.1
7.0655;0.12
6.7474;0.14
6.4691;0.16
6.1908;0.18
5.9323;0.2
5.6738;0.22
5.4353;0.24
5.2166;0.26
4.9979;0.28
4.7792;0.3
